gppd_idnr,name,latitude,longitude,total_no2,total_weighted_no2
USA0002107,Sioux,38.9155,-90.2902,32.697734188804176,31.514324713184763
USA0000891,Havana,40.2797,-90.08,2.923769111981929,3.396809451367968
USA0001104,Burlington (IA),40.7412,-91.1167,0.0,0.0
USA0001167,Muscatine Plant #1,41.3917,-91.0569,0.0,0.0
USA0006664,Louisa,41.3181,-91.0931,10.845413877332756,9.556768688886866
USA0001073,Prairie Creek,41.944,-91.6392,0.0,0.0
USA0006254,Ottumwa,41.0961,-92.5558,7.2876094514233625,7.800679615353436
USA0001131,Streeter Station,42.5267,-92.4394,0.0,0.0
USA0004143,Genoa,43.5589,-91.2325,0.474821014688575,1.2003143090840656
USA0001047,Lansing,43.3359,-91.1675,0.3853858621921303,1.0949714485457291
USA0004078,Weston,44.8606,-89.6553,14.665964867885483,13.800545668970917
USA0004072,Pulliam,44.54,-88.0086,0.6936079841718676,1.4470630685983747
USA0004125,Manitowoc,44.082,-87.6558,0.0,0.0
USA0004041,South Oak Creek,42.8457,-87.8294,50.6623010604004,46.52991739957065
USA0056068,Elm Road Generating Station,42.8492,-87.8336,68.34505814706485,61.45682921229548
USA0006170,Pleasant Prairie,42.5381,-87.9033,41.705937573020414,42.36753681233493
USA0008023,Columbia (WI),43.4864,-89.4203,17.526463747868423,15.805600745583934
USA0000892,Hennepin Power Station,41.3028,-89.315,0.0,0.0
USA0006016,Duck Creek,40.4663,-89.9841,1.5103334734271843,3.6018632578827843
USA0000879,Powerton,40.5408,-89.6786,68.86765630872043,56.44280267407827
USA0000856,E D Edwards,40.5958,-89.6631,6.347865152161569,8.461629395874574
USA0000884,Will County,41.6334,-88.0629,2.993397903080182,5.599341941127028
USA0000874,Joliet 9,41.4931,-88.1153,0.0,0.0
USA0000384,Joliet 29,41.4946,-88.1238,52.72513962215575,47.26336841948217
USA0000883,Waukegan,42.3833,-87.8133,22.974650157999825,29.497651357557093
USA0001825,J B Sims,43.0706,-86.235,0.0,0.0
USA0001710,J H Campbell,42.9103,-86.2007,43.48491973242718,37.220876940722455
USA0001830,James De Young,42.7956,-86.1133,0.0,0.0
USA0050835,TES Filer City Station,44.2173,-86.2891,0.0009557118479720858,0.05206938676090462
USA0001702,Dan E Karn,43.645,-83.8401,68.48304781834389,52.955293385115006
USA0001831,Eckert Station,42.7184,-84.5581,0.29050137892185696,1.01902818613659
USA0001743,St Clair,42.7642,-82.4719,66.67233957384435,56.72073993326468
USA0006034,Belle River,42.7756,-82.495,84.64866421470546,68.60215710810283
USA0008226,Cheswick Power Plant,40.5383,-79.7906,8.62598104165673,7.34877514632112
USA0010743,Morgantown Energy Facility,39.6397,-79.9606,0.0,0.0
USA0002828,Cardinal,40.2522,-80.6486,89.9022868977349,72.66613765244423
USA0003948,Mitchell (WV),39.8297,-80.8153,69.62192607311535,56.35735293199265
USA0002840,Conesville,40.1842,-81.8811,55.62647810831779,48.65794049678571
USA0001740,River Rouge,42.2739,-83.1119,0.0,0.0
USA0001745,Trenton Channel,42.1217,-83.1808,3.5300675806416946,4.802256009565932
USA0001040,Whitewater Valley,39.8028,-84.8953,0.0,0.0
USA0006041,H L Spurlock,38.7,-83.8181,53.77857758007323,44.38931267166552
USA0002850,J M Stuart,38.6361,-83.6939,119.11602117410544,80.9822585282078
USA0006018,East Bend,38.9036,-84.8514,8.973210747696754,10.668218789990938
USA0001355,E W Brown,37.7883,-84.7126,51.18373751365654,39.816794049942814
USA0006031,Killen Station,38.6903,-83.4803,4.876476643497448,4.249193776902719
USA0002876,Kyger Creek,38.9144,-82.1289,33.62610567135033,32.625517959475616
USA0008102,General James M Gavin,38.9347,-82.1158,235.61549226301355,155.99505274319054
USA0006264,Mountaineer,38.9794,-81.9344,44.922561687691086,43.67140817039885
USA0003935,John E Amos,38.4731,-81.8233,232.92108748321456,142.2347926686138
USA0010151,Grant Town Power Plant,39.5618,-80.1631,0.0,0.0
USA0003936,Kanawha River,38.2056,-81.4211,2.0819996676456616,3.266307258793809
USA0002727,Marshall (NC),35.5975,-80.9658,190.28916857560176,141.36249444560312
USA0008042,Belews Creek,36.2811,-80.0603,200.00145251161703,136.7335307986121
USA0002718,G G Allen,35.1897,-81.0122,42.223027788260595,41.16214084561928
USA0002721,James E. Rogers Energy Complex,35.22,-81.7594,62.03199859078758,52.06176739513987
USA0002706,Asheville,35.4731,-82.5417,9.00671655487065,9.664895185025653
USA0056808,Virginia City Hybrid Energy Center,36.9164,-82.3381,4.850624002837895,5.9461214870932615
USA0003396,Bull Run,36.0211,-84.1567,17.780334297662233,18.404712283163875
USA0003407,Kingston,35.8992,-84.5194,63.67388035982122,50.36481275980982
USA0003403,Gallatin (TN),36.3156,-86.4006,89.70197032061958,70.99477105969883
USA0001008,R Gallagher,38.2636,-85.8381,0.0,0.0
USA0001356,Ghent,38.7497,-85.035,163.01607385225867,122.94227065152685
USA0006071,Trimble County,38.5847,-85.4117,180.4466467613125,120.85286529290198
USA0000983,Clifty Creek,38.7378,-85.4206,41.91861727640257,39.10072271140021
USA0001001,Cayuga,39.9242,-87.4244,24.483871097564275,20.518002653354355
USA0006213,Merom,39.0694,-87.5108,19.31871629854765,18.77908726414759
USA0001004,Edwardsport,38.8067,-87.2472,10.029601527768275,10.189184796818502
USA0001378,Paradise,37.2608,-86.9783,161.61523712050953,109.10468739982505
USA0006823,D B Wilson,37.4497,-87.0806,4.364870578102879,4.574088187315321
USA0006166,Rockport,37.9256,-87.0372,228.30932143420512,151.6995389566888
USA0001374,Elmer Smith,37.7942,-87.0608,1.8068555572925977,3.958525613236312
USA0006705,Warrick,37.915,-87.3328,17.424721190543504,20.061175869966924
USA0006639,R D Green,37.6461,-87.5,5.401599927272242,6.037790134891657
USA0006137,A B Brown,37.9053,-87.715,7.1440917949508815,9.784271867976894
USA0006113,Gibson,38.3722,-87.7658,360.8375501621275,195.42090455351075
USA0006017,Newton,38.9361,-88.2781,4.689822220353857,4.8671166252016
USA0000876,Kincaid Generation LLC,39.5906,-89.4964,30.477260249673666,27.546133525481878
USA0000963,Dallman,39.7548,-89.6024,2.8237409863309675,4.0924235146491155
USA0000861,Coffeen,39.0586,-89.4031,12.303809865034342,10.162922425005043
USA0000889,Baldwin Energy Complex,38.205,-89.8544,89.37559529804123,70.13125041742381
USA0055856,Prairie State Generating Station,38.2792,-89.6669,73.61861223157206,57.46084288690056
USA0000976,Marion,37.6197,-88.9531,1.1914414290880873,2.393737999174137
USA0006768,Sikeston Power Station,36.8791,-89.6209,0.39927488236741543,1.3715519075961304
USA0002167,New Madrid,36.5147,-89.5617,42.17365011947871,36.79467824038054
USA0000887,Joppa Steam,37.2094,-88.8589,22.634670606838654,22.12284457415047
USA0001379,Shawnee,37.1517,-88.775,67.1623409959303,57.5166969591767
USA0003399,Cumberland (TN),36.3903,-87.6539,159.67660664059196,103.54021035903722
USA0003406,Johnsonville,36.0278,-87.9861,60.802317110679994,46.32631884942358
USA0056456,Plum Point Energy Station,35.6644,-89.9489,6.494120920387257,8.069878492327913
USA0055076,Red Hills Generating Facility,33.3761,-89.2183,1.6242309233927201,2.318081028746315
USA0000010,Greene County,32.6017,-87.7811,27.035804947371894,25.363772687474448
USA0000008,Gorgas,33.6443,-87.1965,21.742514253547604,18.789597305703154
USA0006002,James H Miller Jr,33.6319,-87.0597,197.44717402148083,123.46862684161758
USA0000026,E C Gaston,33.2442,-86.4581,97.42552718806398,72.95853351736464
USA0000007,Gadsden,34.0128,-85.9708,0.0,0.0
USA0000708,Hammond,34.2528,-85.3456,18.402099382108574,18.97563397342344
USA0000056,Charles R Lowman,31.488,-87.9107,3.507690936053875,3.97115671858679
USA0000003,Barry,31.0069,-88.0103,116.22668637136616,77.84250028913618
USA0000645,Big Bend,27.7944,-82.4036,99.45068171250264,79.0615301949321
USA0007242,Polk,27.7286,-81.9897,13.183957951816597,14.07564277507792
USA0000667,Northside Generating Station,30.4172,-81.5525,54.19770589124061,47.12222630538637
USA0000628,Crystal River,28.9656,-82.6977,119.73467517049005,80.24374211011867
USA0006257,Scherer,33.0606,-83.8075,456.71940446171277,231.98990193662323
USA0000728,Yates,33.4622,-84.8986,10.543420445113256,11.898544675051921
USA0000703,Bowen,34.1256,-84.9222,401.0248775632675,209.73505866359963
USA0003298,Williams,33.0158,-79.9297,7.363117539104328,8.783142779312502
USA0000130,Cross,33.3715,-80.1132,164.3973059896884,114.94037114257031
USA0003297,Wateree,33.8264,-80.6228,10.584016894373162,12.49898089865825
USA0006249,Winyah,33.3318,-79.3572,24.162941897689443,21.708756042292865
USA0010379,CPI USA NC Roxboro,36.435,-78.9619,0.0,0.0
USA0002712,Roxboro,36.4833,-79.0731,184.7409953299712,123.53992534154479
USA0006250,Mayo,36.5278,-78.8917,8.56952339583739,7.515584981593292
USA0003809,Yorktown,37.2144,-76.4611,42.22501051274031,36.683128140193766
USA0010377,James River Genco LLC,37.2939,-77.2697,0.0,0.0
USA0003797,Chesterfield,37.3822,-77.3833,99.310382342161,80.63896438604124
USA0054081,Spruance Genco LLC,37.4556,-77.4308,0.0,0.0
USA0001572,Dickerson,39.2097,-77.4644,18.280900554589106,17.634793746477822
USA0054304,Birchwood Power,38.2667,-77.3147,0.0,0.0
USA0001573,Morgantown Generating Plant,38.3592,-76.9767,80.98745592674464,69.02180209969183
USA0001571,Chalk Point LLC,38.5444,-76.6861,241.6355710093828,158.0540536621939
USA0000602,Brandon Shores,39.18,-76.5389,89.60367353283877,80.58105923836006
USA0001554,Herbert A Wagner,39.1781,-76.5268,32.7840369765181,27.693404138708395
USA0000594,Indian River Generating Station,38.5857,-75.2341,2.3562256340762855,4.037476051295736
USA0002378,B L England,39.2908,-74.6364,0.0,0.0
USA0050888,Northampton Generating Company LP,40.6917,-75.4792,0.0,0.0
USA0054634,St Nicholas Cogen Project,40.8222,-76.1736,0.0,0.0
USA0050879,Wheelabrator Frackville Energy,40.7824,-76.1762,0.0,0.0
USA0050776,Panther Creek Energy Facility,40.8556,-75.8781,0.0,0.0
USA0050611,Westwood Generation LLC,40.6191,-76.45,0.0,0.0
USA0003118,Conemaugh,40.3842,-79.0611,89.2420561964663,71.29372789779198
USA0003136,Keystone,40.6604,-79.3411,90.43498203448492,70.09553964239788
USA0010143,Colver Power Project,40.55,-78.8,0.0,0.0
USA0010603,Ebensburg Power,40.455,-78.7472,0.0,0.0
USA0010641,Cambria Cogen,40.4742,-78.7014,0.0,0.0
USA0003149,TalenEnergy Montour,41.0714,-76.6672,62.84472467703713,50.60513698269508
USA0002535,Cayuga Operating Company,42.6028,-76.6336,0.0,0.0
USA0002527,Greenidge Generation LLC,42.6789,-76.9483,0.0,0.0
USA0002364,Merrimack,43.1411,-71.4692,1.02862564828548,1.730111335219362
USA0002367,Schiller,43.0978,-70.7842,0.10542668797949273,0.7301093410671012
USA0001619,Brayton Point,41.7103,-71.1931,74.99977983837343,63.75888793446514
USA0000568,Bridgeport Station,41.1706,-73.1844,3.3364268446030487,5.867545069251643
USA0001843,Shiras,46.5306,-87.3922,0.0,0.0
USA0001769,Presque Isle,46.5789,-87.395,1.1273074194547092,2.2654522342139156
USA0010075,Taconite Harbor Energy Center,47.5314,-90.9114,0.0,0.0
USA0003982,Bay Front,46.5872,-90.9017,0.0,0.0
USA0001915,Allen S King,45.03,-92.7786,3.582010387569831,3.877959149922468
USA0006090,Sherburne County,45.3808,-93.8931,152.71907854980586,103.94668430000345
USA0001943,Hoot Lake,46.2906,-96.0433,0.0,0.0
USA0006098,Big Stone,45.3037,-96.5101,1.1173300511743745,2.0614838327769083
USA0056786,Spiritwood Station,46.9264,-98.4997,0.0,0.0
USA0002790,R M Heskett,46.8669,-100.8836,0.0,0.0
USA0002823,Milton R Young,47.0659,-101.2131,12.7110750013492,11.924571193306551
USA0006030,Coal Creek,47.3777,-101.1571,34.102729336432226,32.98277446714233
USA0002824,Stanton,47.2866,-101.3319,0.0,0.0
USA0002817,Leland Olds,47.2808,-101.3212,5.04548095922919,6.762189981356116
USA0006089,Lewis & Clark,47.6785,-104.1566,0.0,0.0
USA0006469,Antelope Valley,47.3705,-101.8357,16.93005714642199,19.033372760394922
USA0008222,Coyote,47.2214,-101.8157,0.0,0.0
USA0056609,Dry Fork Station,44.3889,-105.4608,2.448056060744345,4.498460776591517
USA0007504,Neil Simpson II,44.2856,-105.3833,0.0,0.0
USA0006101,Wyodak,44.2901,-105.3815,0.0,0.0
USA0056596,Wygen III,44.2919,-105.3806,0.0,0.0
USA0006076,Colstrip,45.8831,-106.614,152.7526948464304,107.54497906670962
USA0055749,Hardin Generator Project,45.7578,-107.6,0.0,0.0
USA0006106,Boardman,45.6932,-119.8088,4.530742928448483,7.35450040617066
