Facility Name,State,1995 NOX Emissions (tons),2019 NOX Emissions (tons),1995 vs 2019 NOX Emissions (tons),Latitude (degrees),Longitude (degrees)
Newark Energy Center,NJ,,100.00,,40.7082,-74.1284
North Jersey Energy Associates,NJ,,151.00,,40.439,-74.3444
Ocean Peaking Power,NJ,,12.00,,40.0606,-74.1672
Pedricktown Cogeneration Plant,NJ,,1.00,,39.7661,-75.4242
"Red Oak Power, LLC",NJ,,188.00,,40.4481,-74.3497
Salem Generating Station,NJ,,1.00,,39.4625,-75.5333
Sayreville,NJ,934,2.00,-932,40.4753,-74.3552
Sewaren Generating Station,NJ,292,73.00,-219,40.5564,-74.2461
Sherman Avenue,NJ,,11.00,,39.451,-75.0578
Werner,NJ,56,,,40.4906,-74.2814
West Deptford Energy Station,NJ,,104.00,,39.8418,-75.2214
West Station,NJ,,1.00,,39.4903,-75.0486
Woodbridge Energy Center,NJ,,89.00,,40.515,-74.3192
Afton Generating Station,NM,,86.00,,32.1134,-106.848
Bluffview Power Plant,NM,,68.00,,36.7164,-108.2153
Cunningham,NM,0,998.00,998,32.7131,-103.3533
Escalante,NM,"3,010",2250.00,-760,35.4159,-108.082
Four Corners Steam Elec Station,NM,"48,001",2881.00,"-45,120",36.69,-108.4814
Hobbs Generating Station,NM,,89.00,,32.7282,-103.3095
La Luz Energy Center,NM,,1.00,,34.6178,-106.817
Lordsburg Generating Station,NM,,11.00,,32.3494,-108.6975
Luna Energy Facility,NM,,106.00,,32.2983,-107.78
Maddox,NM,0,518.00,518,32.7131,-103.31
Pyramid Generating Station,NM,,162.00,,32.2363,-108.5494
Reeves Generating Station,NM,23,289.00,266,35.1716,-106.6019
Rio Bravo Generating Station,NM,,53.00,,35.026,-106.644
Rio Grande,NM,436,762.00,326,31.8047,-106.5472
San Juan,NM,"25,007",6478.00,"-18,529",36.8006,-108.4386
Valencia Power Plant,NM,,18.00,,34.6063,-106.732
Apex Generating Station,NV,,108.00,,36.4178,-114.9622
Chuck Lenzie Generating Station,NV,,252.00,,36.3853,-114.9228
Clark,NV,,30.00,,36.0875,-115.0507
Desert Star Energy Center,NV,,73.00,,35.7867,-114.9928
Fort Churchill,NV,"2,179",514.00,"-1,665",39.1281,-119.1319
Harry Allen,NV,0,82.00,82,36.425,-114.9
Las Vegas Generating Station,NV,,11.00,,36.2317,-115.1235
Mohave,NV,"22,683",,,35.1458,-114.5917
North Valmy,NV,"2,783",2987.00,204,40.8831,-117.1542
Reid Gardner,NV,"10,043",,,36.6531,-114.6364
Silverhawk,NV,,67.00,,36.4078,-114.9603
Sun Peak Generating Station,NV,,49.00,,36.1392,-115.034
Sunrise,NV,0,,,36.1384,-115.036
TS Power Plant,NV,,281.00,,40.7458,-116.5297
Tracy,NV,"1,561",646.00,-915,39.5625,-119.525
Walter M. Higgins III Generating Station,NV,,84.00,,35.6139,-115.3561
23rd and 3rd,NY,,4.00,,40.663,-74
74th Street,NY,760,189.00,-571,40.768,-73.9515
AG - Energy,NY,,,,44.7258,-75.4417
Allegany Station No. 133,NY,,2.00,,42.5083,-78.0661
Arthur Kill,NY,928,306.00,-622,40.5915,-74.2027
Astoria Energy,NY,,168.00,,40.7825,-73.8964
Astoria Gas Turbine Power,NY,,63.00,,40.7864,-73.9133
Astoria Generating Station,NY,"6,060",200.00,"-5,860",40.7869,-73.9122
Athens Generating Company,NY,,87.00,,42.2728,-73.8492
Batavia Energy,NY,,6.00,,42.9828,-78.1592
Bayswater Peaking Facility,NY,,8.00,,40.6106,-73.7614
"Beaver Falls, LLC",NY,,0.00,,43.8861,-75.4342
Bethlehem Energy Center (Albany),NY,704,108.00,-596,42.5905,-73.7636
Bethpage Energy Center,NY,,100.00,,40.7469,-73.4994
"Black River Generation, LLC",NY,,327.00,,44.0361,-75.7712
Bowline Generating Station,NY,"3,445",178.00,"-3,267",41.2044,-73.9689
Brentwood,NY,,3.00,,40.787,-73.2933
Brooklyn Navy Yard Cogeneration,NY,,63.00,,40.6994,-73.9758
Caithness Long Island Energy Center,NY,,51.00,,40.8142,-72.9403
Carr Street Generating Station,NY,,7.00,,43.0611,-76.0819
Carthage Energy,NY,,2.00,,43.9842,-75.6225
"Castleton Power, LLC",NY,,45.00,,42.5375,-73.7433
"Cayuga Operating Company, LLC",NY,"4,442",137.00,"-4,305",42.6028,-76.6336
Charles Poletti,NY,0,,,40.7903,-73.9111
Danskammer Generating Station,NY,"4,219",5.00,"-4,214",41.573,-73.9646
E F Barrett,NY,"1,172",760.00,-412,40.6169,-73.6486
East River,NY,"46,666",740.00,"-45,926",40.7281,-73.9742
Edgewood Energy,NY,,4.00,,40.7861,-73.2931
"Empire Generating Co, LLC",NY,,79.00,,42.6296,-73.749
Equus  Power I,NY,,2.00,,40.6447,-73.5683
Far Rockaway,NY,230,,,40.6111,-73.7611
Fortistar North Tonawanda Inc,NY,,7.00,,43.0483,-78.8539
Freeport Power Plant No. 2,NY,,1.00,,40.6447,-73.5683
GMMM Hickling,NY,975,,,42.1231,-76.9831
GMMM Jennison,NY,497,,,42.2768,-75.4792
GMMM Westover,NY,"1,550",,,42.1117,-75.9747
Glenwood,NY,403,4.00,-399,40.8269,-73.6479
Glenwood Landing Energy Center,NY,,6.00,,40.8275,-73.6478
Greenidge Generation LLC,NY,"2,648",8.00,"-2,640",42.6789,-76.9483
Harlem River Yard,NY,,2.00,,40.7989,-73.9147
"Hawkeye Energy Greenport, LLC",NY,,4.00,,41.1056,-72.3767
Hell Gate,NY,,2.00,,40.7988,-73.9093
Hillburn,NY,,1.00,,41.1269,-74.1653
Holtsville Facility,NY,,78.00,,40.8153,-73.0664
Huntley Power,NY,"6,929",,,42.97,-78.93
Indeck-Corinth Energy Center,NY,,62.00,,43.25,-73.8125
Indeck-Olean Energy Center,NY,,19.00,,42.0875,-78.4578
Indeck-Oswego Energy Center,NY,,14.00,,43.4682,-76.4965
Indeck-Silver Springs Energy Center,NY,,21.00,,42.6544,-78.0772
Indeck-Yerkes Energy Center,NY,,20.00,,42.9671,-78.9182
Independence,NY,,326.00,,43.495,-76.4508
KIAC Cogeneration,NY,,59.00,,40.6417,-73.7778
Lockport,NY,,117.00,,43.1622,-78.7453
Lovett Generating Station,NY,"3,912",,,41.2578,-73.9797
Massena Energy Facility,NY,,1.00,,44.9503,-74.8928
NRG Dunkirk Power,NY,"6,054",,,42.49,-79.35
Nassau Energy Corporation,NY,,242.00,,40.7259,-73.5885
Nissequogue Energy Center,NY,,130.00,,40.9168,-73.1292
North 1st,NY,,2.00,,40.7168,-73.9665
Northport,NY,"3,706",666.00,"-3,040",40.9231,-73.3417
Oswego Harbor Power,NY,365,44.00,-321,43.46,-76.53
Pinelawn Power,NY,,3.00,,40.7358,-73.3881
Poletti 500 MW CC,NY,,84.00,,40.7881,-73.9056
Port Jefferson Energy Center,NY,"1,053",100.00,-953,40.9503,-73.0786
Pouch Terminal,NY,,3.00,,40.6188,-74.069
Ravenswood Generating Station,NY,"2,960",347.00,"-2,613",40.7585,-73.9451
Rensselaer Cogen,NY,,1.00,,42.63,-73.75
Richard M Flynn (Holtsville),NY,405,63.00,-342,40.8153,-73.0644
Rochester 3 - Beebee Station,NY,"1,188",,,43.1617,-77.6186
Rochester 7 - Russell Station,NY,"3,061",,,43.2689,-77.6294
Roseton Generating LLC,NY,"2,076",76.00,"-2,000",41.5711,-73.9739
S A Carlson,NY,882,96.00,-786,42.0917,-79.2417
"Saranac Power Partners, LP",NY,,11.00,,44.7132,-73.4557
Selkirk Cogen Partners,NY,,21.00,,42.5744,-73.8592
Shoemaker,NY,,6.00,,41.4278,-74.4186
Shoreham Energy,NY,,2.00,,40.9572,-72.8664
Somerset Operating Company  (Kintigh),NY,"11,781",397.00,"-11,384",43.3561,-78.6039
Sterling Power Plant,NY,,4.00,,43.0803,-75.6003
"Syracuse, LLC",NY,,4.00,,43.0667,-76.2246
Valley Energy Center,NY,,92.00,,41.413,-74.435
Vernon Boulevard,NY,,3.00,,40.7539,-73.9506
Wading River Facility,NY,,23.00,,40.9569,-72.8774
Waterside,NY,"1,067",,,40.7472,-73.9705
West Babylon Facility,NY,,18.00,,40.6953,-73.3497
AMP-Ohio Gas Turbines Bowling Green,OH,,2.00,,41.3989,-83.6411
AMP-Ohio Gas Turbines Galion,OH,,2.00,,40.7167,-82.789
AMP-Ohio Gas Turbines Napoleon,OH,,2.00,,41.4077,-84.1092
Acme,OH,,,,41.655,-83.5158
Ashtabula,OH,"5,710",,,41.9086,-80.7697
Avon Lake Power Plant,OH,"18,819",609.00,"-18,210",41.5042,-82.05
Bay Shore,OH,"16,047",319.00,"-15,728",41.6925,-83.4375
Cardinal,OH,"52,475",3878.00,"-48,597",40.2522,-80.6486
Carroll County Energy,OH,,107.00,,40.6048,-81.0592
"Clean Energy Future - Lordstown, LLC",OH,,120.00,,41.1489,-80.8516
Conesville,OH,"24,061",1015.00,"-23,046",40.1842,-81.8811
Darby Electric Generating Station,OH,,270.00,,39.7139,-83.1778
Dresden Energy Facility,OH,,157.00,,40.0935,-82.0267
"Dynegy Dicks Creek, LLC",OH,,56.00,,39.465,-84.3775
"Dynegy Hanging Rock II, LLC",OH,,298.00,,38.5731,-82.7833
"Dynegy Washington II, LLC",OH,,182.00,,39.5798,-81.6571
Eastlake,OH,"14,551",8.00,"-14,543",41.6713,-81.4432
Edgewater (2857),OH,155,,,41.47,-82.1853
Frank M Tait Station,OH,8,123.00,115,39.7281,-84.2103
Fremont Energy Center,OH,,130.00,,41.3781,-83.1647
Gen J M Gavin,OH,"91,174",7342.00,"-83,832",38.9347,-82.1158
Gorge,OH,,,,41.1197,-81.4906
Greenville Electric Gen Station,OH,,107.00,,40.0747,-84.6147
Hamilton Municipal Power Plant,OH,87,,,39.4099,-84.5544
J M Stuart,OH,"71,678",,,38.6361,-83.6939
Killen Station,OH,"12,361",,,38.6903,-83.4803
Kyger Creek,OH,"55,790",5375.00,"-50,415",38.9161,-82.1281
Lake Shore,OH,,,,41.5356,-81.6419
Madison Generating Station,OH,,83.00,,39.4522,-84.465
Miami Fort Power Station,OH,"29,609",11359.00,"-18,250",39.1131,-84.8031
Middletown Energy Center,OH,,68.00,,39.4679,-84.3531
Muskingum River,OH,"23,290",,,39.5908,-81.6797
Niles,OH,"5,660",4.00,"-5,656",41.1667,-80.75
O H Hutchings,OH,"1,246",0.00,"-1,246",39.6094,-84.2931
Omega JV2 Bowling Green,OH,,1.00,,41.3883,-83.6406
Omega JV2 Hamilton,OH,,2.00,,39.3528,-84.5183
Oregon Clean Energy Center,OH,,99.00,,41.6679,-83.4437
Picway,OH,482,,,39.7933,-83.0097
R E Burger,OH,"6,518",,,39.9094,-80.7608
Richard Gorsuch,OH,"6,590",,,39.3672,-81.5208
Richland Peaking Station,OH,,126.00,,41.3033,-84.3386
Robert P Mone,OH,,67.00,,40.9297,-84.7392
Rolling Hills Generating LLC,OH,,147.00,,39.0839,-82.3328
Tait Electric Generating Station,OH,,279.00,,39.7286,-84.2106
Toronto,OH,,,,40.4856,-80.605
"Troy Energy, LLC",OH,,76.00,,41.4774,-83.4616
W H Sammis,OH,"56,004",2402.00,"-53,602",40.5308,-80.6311
W H Zimmer Generating Station,OH,"20,587",5323.00,"-15,264",38.8689,-84.2286
Walter C Beckjord Generating Station,OH,"16,249",,,38.9917,-84.2981
Waterford Plant,OH,,197.00,,39.5314,-81.7172
West Lorain,OH,,13.00,,41.4297,-82.2633
Woodsdale,OH,171,135.00,-36,39.4492,-84.4611
Anadarko,OK,0,130.00,130,35.0847,-98.23
Charles D Lamb Energy Center,OK,,25.00,,36.8138,-97.1252
Chouteau Power Plant,OK,,359.00,,36.2206,-95.2756
Comanche (8059),OK,"5,082",46.00,"-5,036",34.5431,-98.3244
Conoco,OK,0,,,36.6892,-97.0903
Frontier Generating Station,OK,,59.00,,35.442,-97.6477
Grand River Dam Authority,OK,"14,995",336.00,"-14,659",36.1906,-95.2889
"Green Country Energy, LLC",OK,,432.00,,35.9833,-95.9346
Horseshoe Lake,OK,0,1153.00,"1,153",35.5089,-97.1789
Hugo,OK,"4,289",572.00,"-3,717",34.0158,-95.3206
McClain Energy Facility,OK,,294.00,,35.2979,-97.5896
Mooreland,OK,206,74.00,-132,36.4375,-99.2208
Muskogee,OK,"17,184",1753.00,"-15,431",35.7617,-95.2847
Mustang,OK,0,449.00,449,35.4711,-97.6733
Northeastern,OK,"10,734",2289.00,"-8,445",36.4317,-95.7008
Oneta Energy Center,OK,,657.00,,36.0119,-95.6967
Ponca,OK,0,23.00,23,36.7205,-97.0868
Redbud Power Plant,OK,,282.00,,35.6853,-97.2242
River Valley,OK,,440.00,,35.1931,-94.6458
Riverside (4940),OK,"4,764",877.00,"-3,887",35.9978,-95.9567
Seminole (2956),OK,0,1231.00,"1,231",34.9678,-96.7242
Sooner,OK,"15,300",2583.00,"-12,717",36.4537,-97.0527
Southwestern,OK,"3,799",1093.00,"-2,706",35.1009,-98.3524
Spring Creek Power Plant,OK,,23.00,,35.7422,-97.655
Tenaska Kiamichi Generating Station,OK,,616.00,,34.6831,-95.9349
Tulsa,OK,295,653.00,358,36.1125,-95.9917
Boardman,OR,"3,841",2415.00,"-1,426",45.6933,-119.8056
Carty Generating Station,OR,,72.00,,45.699,-119.8131
Coyote Springs,OR,,182.00,,45.8486,-119.6744
Hermiston,OR,,154.00,,45.8042,-119.37
Hermiston Power Plant,OR,,241.00,,45.7934,-119.313
Klamath Cogeneration Project,OR,,196.00,,42.174,-121.8112
Klamath Generation Peakers,OR,,9.00,,42.1727,-121.8144
Port Westward,OR,,85.00,,46.1792,-123.1717
Armstrong Power Station,PA,"4,865",,,40.9289,-79.4658
"Armstrong Power, LLC",PA,,134.00,,40.6383,-79.3503
Bethlehem Power Plant,PA,,104.00,,40.6175,-75.3147
Birdsboro Power,PA,,43.00,,40.2683,-75.8
Bruce Mansfield,PA,"20,798",370.00,"-20,428",40.6344,-80.42
"Brunner Island, LLC",PA,"16,680",3135.00,"-13,545",40.097,-76.6962
Brunot Island Power Station,PA,,14.00,,40.4638,-80.044
"CPV Fairview, LLC",PA,,7.00,,40.4125,-78.8561
Cambria Cogen,PA,,121.00,,40.4748,-78.7021
Chambersburg Units 12 & 13,PA,,90.00,,39.8668,-77.6859
Cheswick,PA,"6,780",850.00,"-5,930",40.5383,-79.7906
Colver Power Project,PA,,766.00,,40.55,-78.8
Conemaugh,PA,"25,091",7667.00,"-17,424",40.3842,-79.0611
Cromby,PA,"2,810",,,40.1514,-75.5306
Croydon Generating Station,PA,,11.00,,40.08,-74.8917
Delaware,PA,439,,,39.9678,-75.1244
"Dynegy Fayette II, LLC",PA,,126.00,,39.8592,-79.9182
Ebensburg Power Company,PA,,186.00,,40.455,-78.7472
Eddystone Generating Station,PA,"4,103",6.00,"-4,097",39.858,-75.323
Elrama,PA,"9,093",,,40.2525,-79.9183
Fairless Energy Center,PA,,170.00,,40.1464,-74.7406
Fairless Hills Generating Station,PA,,78.00,,40.1405,-74.7506
Gans Generating Facility,PA,,61.00,,39.7475,-79.8388
Gilberton Power Company,PA,,377.00,,40.79,-76.1984
Grays Ferry Cogen Partnership,PA,,223.00,,39.9417,-75.1883
Handsome Lake Energy,PA,,280.00,,41.2908,-79.8061
Hatfield's Ferry Power Station,PA,"26,050",,,39.8562,-79.9274
Hazleton Generation,PA,,10.00,,40.9282,-76.0416
Helix Ironwood LLC,PA,,241.00,,40.3509,-76.3658
Holtwood,PA,"4,465",,,39.8277,-76.3259
Homer City,PA,"46,266",4374.00,"-41,892",40.511,-79.1968
Hunlock Creek Energy Center,PA,860,14.00,-846,41.2033,-76.0683
Hunlock Unit 4,PA,,8.00,,41.2033,-76.0683
Hunterstown Combined Cycle,PA,,116.00,,39.8725,-77.1672
Keystone,PA,"23,325",7140.00,"-16,185",40.6604,-79.3411
Lackawanna Energy Center,PA,,185.00,,41.4711,-75.5436
Liberty Electric Power Plant,PA,,156.00,,39.8622,-75.3361
"Lower Mount Bethel Energy, LLC",PA,,81.00,,40.8011,-75.105
"Marcus Hook Energy, LP",PA,,212.00,,39.8083,-75.4225
"Martins Creek, LLC",PA,"5,960",225.00,"-5,735",40.796,-75.107
Mitchell Power Station,PA,"2,979",,,40.2207,-79.9682
"Montour, LLC",PA,"22,370",603.00,"-21,767",41.0714,-76.6672
Mountain,PA,,12.00,,40.1219,-77.1761
Moxie Freedom Generation Plant,PA,,139.00,,41.1117,-76.16
Mt. Carmel Cogeneration,PA,,51.00,,40.8092,-76.4539
New Castle,PA,"5,340",135.00,"-5,205",40.9378,-80.3681
North East Cogeneration Plant,PA,,,,42.202,-79.8425
Northampton Generating Plant,PA,,78.00,,40.6917,-75.4792
Ontelaunee Energy Center,PA,,90.00,,40.4219,-75.9353
PEI Power Corporation,PA,,22.00,,41.4844,-75.5403
Panda Hummel Station,PA,,128.00,,40.839,-76.8255
Panda Liberty Power Project,PA,,106.00,,41.7674,-76.3899
Panda Patriot Generation Plant,PA,,89.00,,41.8083,-76.8392
Panther Creek Energy Facility,PA,,80.00,,40.8556,-75.8781
Portland,PA,"2,543",2.00,"-2,541",40.91,-75.0789
Richmond,PA,,3.00,,39.9853,-75.0733
Schuylkill,PA,259,,,39.9425,-75.1883
Scrubgrass Generating Plant,PA,,267.00,,41.2678,-79.8114
Seward,PA,"4,395",1079.00,"-3,316",40.4081,-79.0339
Shawville,PA,"9,278",115.00,"-9,163",41.067,-78.3656
Springdale Generating Station (55196),PA,,45.00,,40.5447,-79.7678
Springdale Generating Station (55710),PA,,117.00,,40.5456,-79.7669
St. Nicholas Cogeneration Project,PA,,299.00,,40.8222,-76.1736
Sunbury,PA,"11,111",,,40.8361,-76.825
Tenaska Westmoreland Generating Station,PA,,90.00,,40.1764,-79.6934
Titus,PA,"2,803",,,40.3061,-75.9081
Tolna,PA,,11.00,,39.7636,-76.6345
"WPS Westwood Generation, LLC",PA,,176.00,,40.6191,-76.45
Warren,PA,"1,234",9.00,"-1,225",41.8358,-79.19
Wheelabrator Frackville Energy,PA,,399.00,,40.7817,-76.1781
York Energy Center,PA,,100.00,,39.738,-76.3072
Manchester Street Station,RI,79,188.00,109,41.8167,-71.4042
Ocean State Power,RI,,72.00,,42.0099,-71.6701
Ocean State Power II,RI,,72.00,,42.0099,-71.6701
"Pawtucket Power Associates, LP",RI,,1.00,,41.861,-71.407
Rhode Island State Energy Center,RI,,75.00,,41.8017,-71.5186
"Tiverton Power, LLC",RI,,45.00,,41.6417,-71.17
Broad River Energy Center,SC,,83.00,,35.0786,-81.575
Canadys Steam,SC,"9,090",,,33.0647,-80.6228
Cherokee County Cogen,SC,,65.00,,35.0727,-81.613
Columbia Energy Center (SC),SC,,264.00,,33.8692,-81.0183
Cope Station,SC,,796.00,,33.3642,-81.03
Cross,SC,"11,758",3150.00,"-8,608",33.3692,-80.1119
Darlington County,SC,,32.00,,34.4185,-80.1657
Dolphus M Grainger,SC,"1,483",,,33.8253,-79.0528
H B Robinson,SC,"2,733",,,34.4017,-80.1589
Hagood,SC,0,12.00,12,32.8265,-79.9634
Hilton Head Gas Turbine Site,SC,,5.00,,32.2089,-80.6994
Jasper County Generating Facility,SC,,151.00,,32.3592,-81.1236
Jefferies,SC,"7,802",,,33.2422,-79.9875
John S. Rainey Generating Station,SC,,496.00,,34.3477,-82.776
McMeekin,SC,"5,009",247.00,"-4,762",34.0533,-81.2178
Mill Creek Combustion Turbine Station,SC,,16.00,,35.1597,-81.4306
Myrtle Beach Gas Turbine Site,SC,,1.00,,33.7089,-78.9233
Urquhart,SC,"4,680",200.00,"-4,480",33.435,-81.9111
W S Lee,SC,"1,934",186.00,"-1,748",34.6022,-82.435
Wateree,SC,"22,823",1602.00,"-21,221",33.8264,-80.6218
Williams,SC,"12,690",2194.00,"-10,496",33.0163,-79.9285
Winyah,SC,"13,478",416.00,"-13,062",33.3303,-79.3611
Aberdeen Generating Station,SD,,112.00,,45.4287,-98.4932
Angus Anson,SD,0,28.00,28,43.6033,-96.6369
Big Stone,SD,"14,344",1085.00,"-13,259",45.3047,-96.5103
Deer Creek Station,SD,,63.00,,44.3961,-96.5333
Groton Generating Station,SD,,52.00,,45.3718,-98.1032
Huron,SD,21,4.00,-17,44.3696,-98.17
Lange,SD,,8.00,,44.1212,-103.2608
Pathfinder,SD,0,,,43.6035,-96.6375
Allen,TN,"38,673",227.00,"-38,446",35.0742,-90.1439
Brownsville Combustion Turbine Plant,TN,,203.00,,35.5438,-89.198
Bull Run,TN,"17,445",733.00,"-16,712",36.0211,-84.1567
Cumberland,TN,"175,058",3919.00,"-171,139",36.3903,-87.6539
Gallatin,TN,"12,040",1342.00,"-10,698",36.3156,-86.4006
Gleason Combustion Turbine Plant,TN,,178.00,,36.2454,-88.612
John Sevier,TN,"13,077",172.00,"-12,905",36.3767,-82.9639
Johnsonville,TN,"19,695",61.00,"-19,634",36.0278,-87.9861
Kingston,TN,"33,249",1259.00,"-31,990",35.8992,-84.5194
Lagoon Creek,TN,,185.00,,35.6578,-89.3964
"AES Western Power, LLC",TX,0,,,29.7239,-95.2258
Air Liquide Bayport Complex,TX,,283.00,,29.6225,-95.0458
Alex Ty Cooke Generating Station,TX,26,,,33.5211,-101.7906
Antelope Elk Energy Center,TX,,125.00,,33.8657,-101.8437
Bacliff Generating Station,TX,,121.00,,29.4922,-94.9844
Barney M. Davis,TX,"2,861",250.00,"-2,611",27.6067,-97.3119
Bastrop Clean Energy Center,TX,,233.00,,30.1458,-97.55
Baytown Energy Center,TX,,180.00,,29.7731,-94.9019
Big Brown,TX,"12,608",,,31.8206,-96.0561
Blackhawk Station,TX,,456.00,,35.6957,-101.36
Bosque County Power Plant,TX,,301.00,,31.8594,-97.3586
"Brazos Valley Energy, LP",TX,,116.00,,29.4731,-95.6244
Bryan (Atkins Power Plant),TX,187,,,30.6469,-96.3725
C E Newman,TX,59,,,32.9125,-96.6231
C. R. Wing Cogeneration Plant,TX,,550.00,,32.2722,-101.4222
Calpine Hidalgo Energy Center,TX,,354.00,,26.3389,-98.1708
Carbon Capture Plant,TX,,24.00,,29.4753,-95.6341
Cedar Bayou,TX,"1,654",741.00,-913,29.7483,-94.9272
Cedar Bayou 4,TX,,69.00,,29.752,-94.923
"Chamon Power, LLC",TX,,6.00,,29.8833,-95.1113
Channel Energy Center,TX,,153.00,,29.7189,-95.2319
Channelview Cogeneration Facility,TX,,315.00,,29.8356,-95.1242
Coleto Creek,TX,"7,525",2419.00,"-5,106",28.7128,-97.2142
Colorado Bend Energy Center,TX,,117.00,,29.2878,-96.0683
Colorado Bend II,TX,,97.00,,29.2878,-96.0656
Copper Station,TX,,86.00,,31.7569,-106.375
Corpus Christi Energy Center,TX,,355.00,,27.8139,-97.4283
Cottonwood Energy Project,TX,,285.00,,30.2588,-93.7353
Decker Creek,TX,"1,105",625.00,-480,30.3036,-97.6128
Decordova,TX,"6,855",117.00,"-6,738",32.4033,-97.6986
Deer Park Energy Center,TX,,281.00,,29.7153,-95.1361
E S Joslin,TX,"1,065",,,28.65,-96.5417
Eagle Mountain,TX,"1,343",,,32.9056,-97.4792
Eastman Cogeneration Facility,TX,,330.00,,32.4472,-94.6917
Ector County Energy Center,TX,,99.00,,32.0694,-102.5856
"Ennis Power Company, LLC",TX,,135.00,,32.3194,-96.6739
Exelon Laporte Generating Station,TX,,124.00,,29.702,-95.071
ExxonMobil Beaumont Refinery,TX,,163.00,,30.0639,-94.0703
Forney Power Plant,TX,,1249.00,,32.7563,-96.4916
Fort Phantom Power Station,TX,479,,,32.5825,-99.6825
Freestone Power Generation,TX,,822.00,,31.8907,-96.1128
Friendswood Energy Center,TX,,14.00,,29.6464,-95.4518
Frontera Generation Facility,TX,,234.00,,26.208,-98.3992
Gibbons Creek Steam Electric Station,TX,"8,191",,,30.6167,-96.0778
Graham,TX,"5,353",430.00,"-4,923",33.135,-98.6117
Greens Bayou,TX,0,251.00,251,29.8208,-95.2194
Gregory Power Facility,TX,,53.00,,27.8881,-97.2572
Guadalupe Generating Station,TX,,687.00,,29.6237,-98.1395
H W Pirkey Power Plant,TX,"12,601",2804.00,"-9,797",32.4607,-94.4852
Handley Generating Station,TX,"2,753",105.00,"-2,648",32.7278,-97.2186
Hardin County Peaking Facility,TX,,8.00,,30.3039,-94.2527
Harrington Station,TX,"17,478",2945.00,"-14,533",35.2972,-101.7475
Harrison County Power Project,TX,,146.00,,32.3958,-94.4361
Hays Energy Facility,TX,,213.00,,29.7806,-97.9894
Holly Street,TX,"4,439",,,30.2503,-97.7201
J K Spruce,TX,"5,778",2916.00,"-2,862",29.3091,-98.3205
J L Bates,TX,291,,,26.2222,-98.3944
J Robert Massengale Generating Station,TX,,24.00,,33.6039,-101.8408
J T Deely,TX,"9,507",0.00,"-9,507",29.3072,-98.3228
Jack County Generation Facility,TX,,211.00,,33.101,-97.9574
Johnson County Generation Facility,TX,,113.00,,32.3994,-97.4078
Jones Station,TX,0,1395.00,"1,395",33.5239,-101.7392
Knox Lee Power Plant,TX,886,75.00,-811,32.3766,-94.6415
La Palma,TX,"1,617",,,26.1421,-97.6411
Lake Creek,TX,166,,,31.4647,-96.985
Lake Hubbard,TX,"2,934",136.00,"-2,798",32.8364,-96.5464
Lamar Power Plant,TX,,794.00,,33.6314,-95.589
Laredo,TX,703,5.00,-698,27.5667,-99.5083
Leon Creek,TX,,15.00,,29.3511,-98.5753
Lewis Creek,TX,"2,579",273.00,"-2,306",30.4364,-95.5215
Limestone,TX,"27,481",7470.00,"-20,011",31.4219,-96.2525
Lon C Hill,TX,"2,957",,,27.85,-97.6167
Lone Star Power Plant,TX,0,26.00,26,32.9217,-94.7158
Lost Pines 1,TX,,167.00,,30.1478,-97.27
Magic Valley Generating Station,TX,,148.00,,26.3403,-98.19
Martin Lake,TX,"32,120",9489.00,"-22,631",32.2597,-94.5703
Midlothian Energy,TX,,315.00,,32.4302,-97.0537
Montana Power Station,TX,,56.00,,31.8239,-106.2119
Monticello,TX,"15,611",,,33.0917,-95.0417
Moore County Station,TX,0,,,35.9667,-101.865
Morgan Creek,TX,"6,628",79.00,"-6,549",32.3358,-100.9158
Mountain Creek Generating Station,TX,"2,482",143.00,"-2,339",32.7253,-96.9361
Mustang Station,TX,,301.00,,32.9728,-102.7417
Mustang Station (56326),TX,,271.00,,32.9748,-102.7432
Nacogdoches Generating Facility,TX,,45.00,,31.8326,-94.9006
New Gulf Power Facility,TX,,27.00,,29.2639,-95.8997
Newman,TX,"1,584",1875.00,291,31.9858,-106.4322
Nichols Station,TX,0,817.00,817,35.2825,-101.7458
North Lake,TX,"2,873",,,32.9503,-96.9756
North Texas Generation Facility,TX,0,,,32.7783,-97.6956
Nueces Bay,TX,"3,347",99.00,"-3,248",27.8182,-97.4189
O W Sommers,TX,"1,636",833.00,-803,29.3078,-98.3244
Oak Creek Power Station,TX,418,,,32.0469,-100.2922
Oak Grove,TX,,4535.00,,31.185,-96.4853
Odessa Ector Generating Station,TX,,791.00,,31.8378,-102.3278
Oklaunion Power Station,TX,"10,333",5215.00,"-5,118",34.0825,-99.1753
"Optim Energy Altura Cogen, LLC",TX,,341.00,,29.8169,-95.1086
P H Robinson,TX,0,,,29.4853,-94.9814
Paint Creek Power Station,TX,102,,,33.0794,-99.5817
Panda Sherman Power Station,TX,,106.00,,33.5756,-96.6158
Panda Temple Power Station,TX,,138.00,,31.0558,-97.3172
Paris Energy Center,TX,,258.00,,33.6968,-95.5577
Pasadena Power Plant,TX,,351.00,,29.7233,-95.1769
Permian Basin,TX,"8,842",1334.00,"-7,508",31.5839,-102.9636
Plant X,TX,0,933.00,933,34.1661,-102.4114
Port Comfort Peaking Facility,TX,,7.00,,28.648,-96.5457
Power Lane Steam Plant,TX,65,14.00,-51,33.1707,-96.1264
